"1";"Administrativ_PC"
"1";"Tekniker_PC"
"2";"Administrativ_PC_64bit"
"3";"Flodes_PC"
"5";"Malldator"
"7";"Sakerhets_PC"
"8";"Vard_PC"
"9";"VardPC_bild"
"10";"Vardterminal"
"11";"Kiosk_PC"
"11";"Utbildnings_PC"
"11";"Lakemedelsvagn_PC"
"11";"Konferens_PC"
"11";"Undantag_PC"
"11";"Patient_PC"
"12";"MTWM_PC"
"18";"QA"
"19";"DX"
"20";"MTM_PC"
